PET: server down(2020-9-2 2:59:9) 
PET: 蜡厚|1111|新手贝鲁伊卡(16)|LUA的char.DelPet|1000|78|88|2020-9-2 15:50:27|1598962003i111
PET: 蜡厚|1111|新手贝鲁伊卡(13)|LUA的char.DelPet|1000|78|88|2020-9-2 15:50:30|1598962003i110
PET: 蜡厚|1111|新手洛奇斯德(1)|LUA的char.DelPet|1000|77|87|2020-9-2 15:50:35|1598962003i19
PET: 蜡厚|1111|乌力乌力(1)|丢宠|1000|77|87|2020-9-2 15:50:38|1598962003i18
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|79|83|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|79|84|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|79|85|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|79|86|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|79|87|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|79|88|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|80|83|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|80|84|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|80|85|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|80|86|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|80|87|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|80|88|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|81|83|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|81|84|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|81|85|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|81|86|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|81|87|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|81|88|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|82|83|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|82|84|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|82|85|2020-9-2 15:50:40|
PET: 系统|Watchfunc|??(1)|系统清除-地上自由宠|1000|82|86|2020-9-2 15:50:40|
