Á¸³ª²ÙÁü1¼¼,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,9,20,3.00,200,-50,-50,-50,19,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100297,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,10,6
·Î¿ìÇÃ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,10,30,5.00,300,500,200,100,19,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100251,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,10,6
Á¸³ª²ÙÁü3¼¼,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,11,20,3.00,300,-200,-200,-200,19,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101156,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,10,6
Á¸³ª²ÙÁü4¼¼,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,12,20,3.00,400,-300,-300,-30 0,19,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101281,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,10,6
Á¸³ª²ÙÁü5¼¼,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,13,20,3.00,500,-400,-400,-400,19,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101535,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,10,6
Á¸³ª²ÙÁü6¼¼,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,14,20,3.00,600,-500,-500,-500,19,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101279,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,10,6
Á¸³ª²ÙÁü7¼¼,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,15,20,3.00,700,-600,-600,-600,19,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100469,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,10,6
#Á¦½ÃÄ«
°­µµ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,9002,5,3.00,30,15,10,10,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100401,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#»ç³ÉÅÍ ¸ó½ºÅÍ
#
#ÃÖÃÊÀÇµ¿±¼
»¡°£µÅÁö,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,100,5,3.00,20,8,20,5,1000,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100251,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
³ë¶õµÅÁö,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,101,5,3.00,20,8,20,5,1000,3,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100250,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ÃÊ·ÏµÅÁö,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,102,5,3.00,20,8,20,5,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100822,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ÆÄ¶õµÅÁö,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,103,5,3.00,20,8,20,5,1000,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100821,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
Áö¹ì,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1420,30,5.00,70,5,5,55,19,3,100,0,0,0,0,0,0,0,0,0,1,2,946,947,,,,0,15,15,7,101284,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
¼ö¹ì,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1421,30,5.00,70,5,5,55,19,3,0,100,0,0,0,0,0,0,0,0,1,2,946,947,,,,0,15,15,7,101285,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
È­¹ì,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1422,30,5.00,70,5,5,55,19,3,0,0,100,0,0,0,0,0,0,0,1,2,946,947,,,,0,15,15,7,101286,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
Ç³¹ì,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,1423,30,5.00,70,5,5,55,19,3,0,0,0,100,0,0,0,0,0,0,1,2,946,947,,,,0,15,15,7,101287,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
CÁö¹ì,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,2420,30,5.00,110,5,5,70,19,3,100,0,0,0,0,0,0,0,0,0,1,2,946,947,,,,0,15,15,7,101284,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
C¼ö¹ì,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,2421,30,5.00,110,5,5,70,19,3,0,100,0,0,0,0,0,0,0,0,1,2,946,947,,,,0,15,15,7,101285,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
CÈ­¹ì,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,2422,30,5.00,110,5,5,70,19,3,0,0,100,0,0,0,0,0,0,0,1,2,946,947,,,,0,15,15,7,101286,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
CÇ³¹ì,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,2423,30,5.00,110,5,5,70,19,3,0,0,0,100,0,0,0,0,0,0,1,2,946,947,,,,0,15,15,7,101287,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#²ö±âÀÇÁ¤±Û
°¥»ö°í¸±¶ó,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,104,5,3.00,40,14,10,13,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100307,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ÆÄ¶õ½Ä¹°,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,105,5,3.00,40,14,10,13,1000,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100323,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
»¡°£°í¸±¶ó,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,106,5,3.00,40,14,10,13,1000,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100310,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
³ë¶õ½Ä¹°,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,107,5,3.00,40,14,10,13,1000,3,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100324,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#ÀÎ³»ÀÇÇØº¯
ÃÊ·Ï¹°°í±â,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,108,5,3.00,50,16,12,15,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101549,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ÆÄ¶õµ¹°í·¡,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,109,5,3.00,50,16,12,15,1000,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101705,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
»¡°£¹°°í±â,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,110,5,3.00,50,16,12,15,1000,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101548,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
³ë¶õµ¹°í·¡,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,111,5,3.00,50,16,12,15,1000,3,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101706,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#Áß±ÞÀÇµ¿±¼
ÃÊ·Ï¹Ùº¸»õ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,112,5,3.00,22,17,14,17,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101621,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ÆÄ¶õ¹ÚÁã,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,113,5,3.00,22,17,14,17,1000,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100829,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
»¡°£¹Ùº¸»õ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,114,5,3.00,22,17,14,17,1000,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101622,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
³ë¶õ¹ÚÁã,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,115,5,3.00,22,17,14,17,1000,3,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100261,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#½Ã·ÃÀÇÀ¯Àû
Äá¹ú·¹,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,116,5,3.00,35,15,14,15,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100283,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ÆÄ¶õ³­ÀïÀÌ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,117,5,3.00,35,15,14,15,1000,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100320,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
»¡°£³­ÀïÀÌ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,118,5,3.00,35,15,14,15,1000,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100322,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
³ë¶õÇÁ¶óÅ°,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,119,5,3.00,35,15,14,15,3,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100821,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#¸Á°¢ÀÇ»ç¿ø
ÃÊ·Ï¿äÁ¤,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,120,5,3.00,30,10,16,12,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100375,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ÆÄ¶õ´Á´ë,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,121,5,3.00,30,10,16,12,1000,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101875,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
»¡°£»ý¹°,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,122,5,3.00,30,10,16,12,1000,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100853,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
³ë¶õ°õ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,123,5,3.00,30,10,16,12,1000,3,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,101447,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#°øÁ¸ÀÇÆò¿ø
ÁöÁøÀÇÈ£¶ûÀÌ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,124,5,3.00,50,10,18,13,1000,3,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100328,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ÇØÀÏÀÇÈ£¶ûÀÌ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,125,5,3.00,50,10,18,13,1000,3,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100327,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
Æø¿°ÀÇÈ£¶ûÀÌ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,126,5,3.00,50,10,18,13,1000,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100329,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
ÆøÇ³ÀÇÈ£¶ûÀÌ,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,127,5,3.00,50,10,18,13,1000,3,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,1,1,1,7,100330,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,6
#
#¸ÁÀÚÀÇ¹«´ý
